x,y,z,cluster
-2.0584158402828057,5.34423397560406,1.4,4
-1.851068278795168,6.322501315723892,1.4,4
-1.6437207173075308,7.300768655843724,1.4,4
-1.436373155819893,8.279035995963556,1.4,3
-4.695463672303736,-2.2745571838669556,1.4,4
-4.488116110816099,-1.296289843747124,1.4,4
-4.280768549328462,-0.31802250362729223,1.4,4
-4.073420987840825,0.6602448364925394,1.4,4
-3.866073426353187,1.638512176612371,1.4,4
-3.65872586486555,2.6167795167322025,1.4,4
-3.451378303377912,3.595046856852034,1.4,4
-3.244030741890275,4.573314196971866,1.4,4
-3.0366831804026377,5.551581537091698,1.4,4
-2.8293356189150005,6.5298488772115295,1.4,4
-2.621988057427363,7.508116217331361,1.4,4
-2.414640495939725,8.486383557451193,1.4,4
-2.207292934452088,9.464650897571024,1.4,4
-5.051688327960656,0.867592397980177,1.4,3
-4.844340766473019,1.8458597381000086,1.4,4
-4.636993204985382,2.8241270782198398,1.4,4
-4.429645643497744,3.8023944183396714,1.4,4
-4.222298082010107,4.7806617584595035,1.4,4
-4.014950520522469,5.758929098579335,1.4,4
-3.807602959034832,6.737196438699167,1.4,4
-3.600255397547195,7.715463778818998,1.4,4
-3.392907836059557,8.69373111893883,1.4,4
-3.1855602745719196,9.671998459058662,1.4,4
-5.822608106592851,2.0532072995876463,1.4,3
-5.6152605451052136,3.0314746397074774,1.4,4
-5.407912983617575,4.009741979827309,1.4,4
-5.200565422129938,4.988009319947141,1.4,4
-4.993217860642301,5.966276660066972,1.4,4
-4.785870299154664,6.944544000186804,1.4,4
-4.578522737667026,7.922811340306636,1.4,4
-4.3711751761793884,8.901078680426467,1.4,4
-4.163827614691751,9.879346020546299,1.4,3
11.431964381266527,-2.7651907631766868,2.1,3
11.42407802606957,-3.765159665394004,2.1,0
11.416191670872612,-4.765128567611322,2.1,4
11.408305315675655,-5.765097469828639,2.1,0
11.4004189604787,-6.765066372045958,2.1,0
11.39253260528174,-7.765035274263276,2.1,0
11.384646250084783,-8.765004176480593,2.1,0
11.376759894887828,-9.76497307869791,2.1,3
10.439881834246167,-1.7573355057624123,2.1,4
10.43199547904921,-2.75730440797973,2.1,4
10.42410912385225,-3.7572733101970472,2.1,0
10.416222768655295,-4.757242212414365,2.1,0
10.408336413458338,-5.757211114631682,2.1,4
10.40045005826138,-6.757180016849,2.1,0
10.392563703064424,-7.757148919066319,2.1,4
10.384677347867466,-8.757117821283636,2.1,4
10.37679099267051,-9.757086723500953,2.1,0
10.368904637473552,-10.757055625718271,2.1,0
9.46357199761972,1.2504575560864974,2.1,3
9.455685642422763,0.2504886538691798,2.1,4
9.447799287225806,-0.7494802483481378,2.1,4
9.43991293202885,-1.7494491505654555,2.1,4
9.432026576831891,-2.749418052782773,2.1,4
9.424140221634934,-3.74938695500009,2.1,4
9.416253866437978,-4.749355857217408,2.1,4
9.408367511241021,-5.749324759434725,2.1,0
9.400481156044064,-6.749293661652044,2.1,0
9.392594800847107,-7.749262563869363,2.1,0
9.38470844565015,-8.74923146608668,2.1,0
9.376822090453192,-9.749200368303997,2.1,0
9.368935735256235,-10.749169270521316,2.1,0
8.471489450599359,2.2583128135007717,2.1,3
8.463603095402402,1.2583439112834542,2.1,0
8.455716740205444,0.25837500906613664,2.1,4
8.447830385008487,-0.7415938931511808,2.1,4
8.439944029811532,-1.7415627953684987,2.1,4
8.432057674614573,-2.741531697585816,2.1,4
8.424171319417615,-3.741500599803133,2.1,4
8.41628496422066,-4.741469502020451,2.1,0
8.408398609023703,-5.741438404237768,2.1,2
8.400512253826745,-6.741407306455086,2.1,2
8.392625898629788,-7.7413762086724045,2.1,2
8.384739543432831,-8.741345110889721,2.1,0
8.376853188235874,-9.74131401310704,2.1,0
8.368966833038916,-10.741282915324359,2.1,0
8.361080477841961,-11.741251817541675,2.1,3
7.479406903578997,3.2661680709150467,2.1,0
7.471520548382041,2.266199168697729,2.1,4
7.463634193185084,1.266230266480411,2.1,4
7.4557478379881275,0.2662613642630935,2.1,4
7.44786148279117,-0.733707537954224,2.1,4
7.439975127594214,-1.7336764401715417,2.1,4
7.432088772397256,-2.733645342388859,2.1,4
7.4242024172002985,-3.7336142446061764,2.1,0
7.416316062003342,-4.733583146823494,2.1,2
7.408429706806385,-5.733552049040812,2.1,2
7.4005433516094286,-6.73352095125813,2.1,2
7.392656996412471,-7.733489853475449,2.1,2
7.384770641215513,-8.733458755692766,2.1,0
7.376884286018557,-9.733427657910083,2.1,0
7.3689979308216,-10.733396560127401,2.1,0
7.361111575624643,-11.733365462344718,2.1,0
7.353225220427686,-12.733334364562037,2.1,3
6.495210711755595,5.2739922305466385,2.1,3
6.487324356558638,4.274023328329322,2.1,4
6.479438001361681,3.2740544261120035,2.1,4
6.471551646164724,2.2740855238946853,2.1,4
6.463665290967766,1.274116621677368,2.1,4
6.455778935770811,0.27414771946005034,2.1,4
6.4478925805738525,-0.7258211827572671,2.1,4
6.440006225376896,-1.725790084974585,2.1,4
6.432119870179939,-2.725758987191903,2.1,0
6.424233514982982,-3.7257278894092196,2.1,2
6.416347159786025,-4.725696791626538,2.1,2
6.408460804589067,-5.725665693843855,2.1,2
6.400574449392112,-6.725634596061172,2.1,2
6.3926880941951545,-7.725603498278491,2.1,2
6.384801738998197,-8.725572400495809,2.1,0
6.376915383801241,-9.725541302713125,2.1,0
6.369029028604283,-10.725510204930444,2.1,0
6.361142673407326,-11.72547910714776,2.1,0
6.353256318210369,-12.725448009365078,2.1,0
6.345369963013413,-13.725416911582396,2.1,0
5.5031281647352355,6.281847487960913,2.1,4
5.495241809538277,5.281878585743596,2.1,4
5.487355454341321,4.281909683526278,2.1,4
5.479469099144364,3.2819407813089603,2.1,4
5.4715827439474065,2.281971879091642,2.1,4
5.46369638875045,1.2820029768743249,2.1,4
5.455810033553492,0.2820340746570072,2.1,4
5.447923678356536,-0.7179348275603104,2.1,4
5.440037323159578,-1.7179037297776283,2.1,4
5.432150967962622,-2.717872631994946,2.1,2
5.424264612765665,-3.717841534212263,2.1,2
5.416378257568708,-4.7178104364295805,2.1,2
5.40849190237175,-5.717779338646897,2.1,2
5.400605547174793,-6.717748240864216,2.1,2
5.392719191977837,-7.717717143081535,2.1,2
5.3848328367808795,-8.717686045298851,2.1,0
5.376946481583923,-9.71765494751617,2.1,0
5.369060126386965,-10.717623849733489,2.1,0
5.361173771190009,-11.717592751950805,2.1,0
5.3532874159930515,-12.717561654168122,2.1,0
5.345401060796094,-13.71753055638544,2.1,0
5.337514705599138,-14.717499458602756,2.1,3
4.518931972911831,8.289671647592504,2.1,3
4.511045617714875,7.2897027453751875,2.1,4
4.503159262517918,6.289733843157871,2.1,4
4.4952729073209605,5.289764940940552,2.1,4
4.487386552124003,4.289796038723235,2.1,4
4.479500196927047,3.2898271365059175,2.1,4
4.47161384173009,2.289858234288599,2.1,4
4.4637274865331324,1.2898893320712816,2.1,4
4.455841131336175,0.28992042985396405,2.1,4
4.447954776139218,-0.7100484723633536,2.1,4
4.440068420942262,-1.7100173745806715,2.1,2
4.432182065745304,-2.7099862767979888,2.1,2
4.424295710548348,-3.7099551790153056,2.1,2
4.41640935535139,-4.709924081232623,2.1,2
4.4085230001544335,-5.709892983449941,2.1,0
4.400636644957476,-6.709861885667259,2.1,0
4.392750289760519,-7.709830787884577,2.1,0
4.384863934563563,-8.709799690101894,2.1,0
4.3769775793666055,-9.709768592319211,2.1,0
4.369091224169648,-10.70973749453653,2.1,0
4.361204868972691,-11.709706396753848,2.1,0
4.353318513775735,-12.709675298971165,2.1,0
4.345432158578777,-13.709644201188485,2.1,0
4.33754580338182,-14.7096131034058,2.1,0
3.5268494258914713,9.297526905006778,2.1,4
3.5189630706945145,8.297558002789462,2.1,4
3.5110767154975577,7.297589100572144,2.1,4
3.503190360300601,6.297620198354827,2.1,4
3.4953040051036433,5.297651296137509,2.1,4
3.4874176499066865,4.2976823939201925,2.1,4
3.479531294709729,3.2977134917028743,2.1,4
3.4716449395127724,2.297744589485556,2.1,0
3.4637585843158156,1.2977756872682384,2.1,0
3.455872229118858,0.29780678505092084,2.1,0
3.447985873921901,-0.7021621171663966,2.1,5
3.4400995187249443,-1.7021310193837145,2.1,2
3.4322131635279876,-2.702099921601032,2.1,2
3.4243268083310303,-3.702068823818349,2.1,5
3.416440453134073,-4.702037726035667,2.1,5
3.408554097937116,-5.702006628252984,2.1,5
3.400667742740159,-6.701975530470302,2.1,4
3.3927813875432022,-7.701944432687621,2.1,4
3.3848950323462454,-8.701913334904939,2.1,0
3.3770086771492887,-9.701882237122256,2.1,0
3.369122321952331,-10.701851139339574,2.1,0
3.361235966755374,-11.701820041556891,2.1,0
3.353349611558417,-12.701788943774208,2.1,0
3.34546325636146,-13.701757845991526,2.1,0
3.3375769011645033,-14.701726748208841,2.1,3
2.5584259444619812,13.305288869073006,2.1,3
2.550539589265024,12.305319966855688,2.1,3
2.542653234068067,11.305351064638371,2.1,4
2.5347668788711104,10.305382162421054,2.1,4
2.526880523674153,9.305413260203736,2.1,4
2.5189941684771964,8.305444357986419,2.1,4
2.511107813280239,7.305475455769101,2.1,4
2.5032214580832823,6.305506553551784,2.1,4
2.495335102886325,5.3055376513344665,2.1,0
2.487448747689368,4.305568749117149,2.1,0
2.479562392492411,3.305599846899831,2.1,0
2.4716760372954543,2.305630944682513,2.1,0
2.463789682098497,1.3056620424651952,2.1,5
2.4559033269015402,0.30569314024787775,2.1,0
2.448016971704583,-0.6942757619694399,2.1,5
2.440130616507626,-1.6942446641867577,2.1,2
2.432244261310669,-2.694213566404075,2.1,2
2.4243579061137117,-3.694182468621392,2.1,0
2.416471550916755,-4.69415137083871,2.1,0
2.408585195719798,-5.694120273056027,2.1,0
2.400698840522841,-6.694089175273345,2.1,4
2.392812485325884,-7.694058077490664,2.1,0
2.384926130128927,-8.694026979707981,2.1,0
2.37703977493197,-9.693995881925298,2.1,0
2.369153419735013,-10.693964784142617,2.1,0
2.3612670645380556,-11.693933686359934,2.1,0
2.3533807093410988,-12.69390258857725,2.1,0
2.345494354144142,-13.69387149079457,2.1,0
2.3376079989471847,-14.693840393011886,2.1,3
1.558457042244664,13.313175224269964,2.1,0
1.550570687047707,12.313206322052645,2.1,4
1.54268433185075,11.313237419835328,2.1,4
1.534797976653793,10.31326851761801,2.1,4
1.526911621456836,9.313299615400691,2.1,4
1.5190252662598789,8.313330713183374,2.1,4
1.5111389110629219,7.313361810966057,2.1,4
1.5032525558659648,6.313392908748741,2.1,0
1.4953662006690078,5.313424006531423,2.1,0
1.4874798454720508,4.313455104314106,2.1,0
1.4795934902750938,3.313486202096788,2.1,0
1.4717071350781368,2.3135172998794697,2.1,0
1.4638207798811798,1.3135483976621523,2.1,3
1.4559344246842227,0.3135794954448346,2.1,0
1.4480480694872657,-0.686389406772483,2.1,2
1.4401617142903087,-1.6863583089898007,2.1,2
1.4322753590933517,-2.6863272112071184,2.1,2
1.4243890038963947,-3.686296113424435,2.1,5
1.4165026486994376,-4.686265015641753,2.1,0
1.4086162935024806,-5.68623391785907,2.1,4
1.4007299383055236,-6.686202820076389,2.1,0
1.3928435831085666,-7.686171722293707,2.1,0
1.3849572279116096,-8.686140624511024,2.1,0
1.3770708727146526,-9.686109526728341,2.1,0
1.3691845175176955,-10.68607842894566,2.1,0
1.3612981623207385,-11.686047331162978,2.1,0
1.3534118071237815,-12.686016233380295,2.1,0
1.3455254519268245,-13.685985135597614,2.1,0
0.5663744952243035,14.321030481684236,2.1,3
0.5584881400273465,13.32106157946692,2.1,0
0.5506017848303895,12.321092677249602,2.1,4
0.5427154296334324,11.321123775032286,2.1,4
0.5348290744364754,10.321154872814969,2.1,4
0.5269427192395184,9.32118597059765,2.1,4
0.5190563640425614,8.321217068380331,2.1,4
0.5111700088456044,7.321248166163015,2.1,4
0.5032836536486474,6.321279263945697,2.1,0
0.4953972984516904,5.321310361728379,2.1,2
0.4875109432547333,4.321341459511062,2.1,0
0.47962458805777636,3.3213725572937443,2.1,0
0.4717382328608193,2.3214036550764265,2.1,0
0.4638518776638623,1.321434752859109,2.1,2
0.45596552246690525,0.32146585064179145,2.1,5
0.4480791672699483,-0.678503051575526,2.1,5
0.4401928120729912,-1.6784719537928439,2.1,2
0.43230645687603425,-2.6784408560101616,2.1,2
0.4244201016790772,-3.678409758227479,2.1,0
0.4165337464821202,-4.678378660444797,2.1,4
0.40864739128516314,-5.678347562662114,2.1,4
0.4007610360882062,-6.6783164648794315,2.1,4
0.3928746808912491,-7.67828536709675,2.1,4
0.3849883256942921,-8.678254269314067,2.1,0
0.37710197049733507,-9.678223171531384,2.1,0
0.36921561530037805,-10.678192073748702,2.1,0
0.36132926010342103,-11.67816097596602,2.1,0
0.353442904906464,-12.678129878183338,2.1,0
0.34555654970950694,-13.678098780400656,2.1,3
-0.43359440699301405,14.328916836881195,2.1,0
-0.441480762189971,13.328947934663878,2.1,4
-0.4493671173869281,12.328979032446558,2.1,4
-0.45725347258388505,11.329010130229241,2.1,4
-0.4651398277808421,10.329041228011924,2.1,4
-0.4730261829777991,9.329072325794606,2.1,4
-0.48091253817475615,8.329103423577289,2.1,4
-0.4887988933717131,7.329134521359971,2.1,0
-0.4966852485686702,6.329165619142654,2.1,2
-0.5045716037656272,5.3291967169253365,2.1,5
-0.5124579589625842,4.329227814708019,2.1,5
-0.5203443141595412,3.329258912490701,2.1,0
-0.5282306693564982,2.3292900102733833,2.1,0
-0.5361170245534552,1.329321108056066,2.1,2
-0.5440033797504122,0.3293522058387483,2.1,5
-0.5518897349473693,-0.6706166963785692,2.1,5
-0.5597760901443263,-1.670585598595887,2.1,2
-0.5676624453412833,-2.6705545008132043,2.1,0
-0.5755488005382403,-3.670523403030522,2.1,0
-0.5834351557351973,-4.67049230524784,2.1,4
-0.5913215109321543,-5.6704612074651575,2.1,4
-0.5992078661291114,-6.670430109682475,2.1,0
-0.6070942213260684,-7.670399011899794,2.1,0
-0.6149805765230254,-8.670367914117111,2.1,0
-0.6228669317199824,-9.670336816334428,2.1,0
-0.6307532869169394,-10.670305718551747,2.1,4
-0.6386396421138965,-11.670274620769064,2.1,0
-0.6465259973108535,-12.67024352298638,2.1,0
-1.4335633092103317,14.33680319207815,2.1,4
-1.4414496644072887,13.336834289860835,2.1,4
-1.4493360196042455,12.336865387643517,2.1,4
-1.4572223748012028,11.336896485426198,2.1,4
-1.4651087299981598,10.336927583208881,2.1,4
-1.4729950851951168,9.336958680991563,2.1,4
-1.4808814403920736,8.336989778774246,2.1,0
-1.4887677955890308,7.337020876556929,2.1,0
-1.4966541507859878,6.3370519743396105,2.1,5
-1.5045405059829449,5.337083072122293,2.1,5
-1.5124268611799017,4.337114169904976,2.1,5
-1.520313216376859,3.337145267687658,2.1,5
-1.528199571573816,2.3371763654703406,2.1,0
-1.536085926770773,1.3372074632530226,2.1,5
-1.5439722819677297,0.33723856103570515,2.1,0
-1.551858637164687,-0.6627303411816123,2.1,5
-1.559744992361644,-1.66269924339893,2.1,5
-1.567631347558601,-2.6626681456162475,2.1,5
-1.5755177027555578,-3.6626370478335653,2.1,4
-1.583404057952515,-4.662605950050883,2.1,4
-1.591290413149472,-5.6625748522682,2.1,4
-1.599176768346429,-6.662543754485517,2.1,0
-1.607063123543386,-7.662512656702836,2.1,0
-1.6149494787403431,-8.662481558920152,2.1,0
-1.6228358339373,-9.662450461137471,2.1,4
-1.6307221891342571,-10.66241936335479,2.1,0
-1.638608544331214,-11.662388265572107,2.1,0
-1.6464948995281712,-12.662357167789423,2.1,1
-2.425645856230692,15.344658449492425,2.1,3
-2.433532211427649,14.344689547275106,2.1,4
-2.441418566624606,13.34472064505779,2.1,4
-2.4493049218215632,12.344751742840472,2.1,4
-2.45719127701852,11.344782840623155,2.1,4
-2.465077632215477,10.344813938405839,2.1,4
-2.472963987412434,9.34484503618852,2.1,5
-2.480850342609391,8.344876133971201,2.1,5
-2.488736697806348,7.344907231753885,2.1,5
-2.4966230530033053,6.344938329536568,2.1,5
-2.504509408200262,5.34496942731925,2.1,5
-2.5123957633972194,4.345000525101932,2.1,5
-2.520282118594176,3.3450316228846146,2.1,5
-2.528168473791133,2.3450627206672974,2.1,0
-2.53605482898809,1.3450938184499797,2.1,0
-2.543941184185047,0.345124916232662,2.1,0
-2.5518275393820042,-0.6548439859846555,2.1,0
-2.5597138945789615,-1.6548128882019733,2.1,5
-2.5676002497759183,-2.6547817904192907,2.1,4
-2.5754866049728755,-3.6547506926366085,2.1,4
-2.5833729601698323,-4.654719594853926,2.1,4
-2.591259315366789,-5.654688497071243,2.1,4
-2.5991456705637463,-6.654657399288562,2.1,4
-2.607032025760703,-7.65462630150588,2.1,0
-2.6149183809576604,-8.654595203723197,2.1,0
-2.6228047361546176,-9.654564105940514,2.1,0
-2.6306910913515744,-10.654533008157832,2.1,0
-2.6385774465485317,-11.65450191037515,2.1,0
-3.4256147584480097,15.352544804689382,2.1,3
-3.4335011136449665,14.352575902472063,2.1,0
-3.4413874688419233,13.352607000254746,2.1,4
-3.4492738240388805,12.35263809803743,2.1,0
-3.4571601792358377,11.352669195820113,2.1,4
-3.465046534432795,10.352700293602796,2.1,4
-3.4729328896297518,9.352731391385477,2.1,4
-3.4808192448267086,8.35276248916816,2.1,4
-3.4887056000236654,7.352793586950843,2.1,4
-3.496591955220622,6.352824684733525,2.1,4
-3.50447831041758,5.352855782516206,2.1,4
-3.5123646656145366,4.35288688029889,2.1,0
-3.520251020811494,3.352917978081572,2.1,5
-3.5281373760084507,2.352949075864254,2.1,5
-3.5360237312054075,1.3529801736469365,2.1,0
-3.543910086402365,0.35301127142961886,2.1,4
-3.551796441599322,-0.6469576307876987,2.1,4
