x,y,z,cluster
-7.36716482609854,22.8126698516241,2.8,4
-7.533963399824496,21.826678859878744,2.8,4
-7.700761973550452,20.84068786813339,2.8,4
-7.867560547276409,19.854696876388036,2.8,4
-8.034359121002366,18.868705884642683,2.8,5
-8.201157694728321,17.88271489289733,2.8,5
-8.367956268454279,16.896723901151976,2.8,5
-8.534754842180236,15.910732909406622,2.8,5
-8.701553415906194,14.924741917661269,2.8,5
-8.86835198963215,13.938750925915915,2.8,5
-9.035150563358105,12.952759934170562,2.8,5
-9.201949137084062,11.966768942425208,2.8,5
-9.36874771081002,10.980777950679855,2.8,5
-9.535546284535975,9.994786958934501,2.8,5
-9.702344858261933,9.008795967189148,2.8,5
-9.86914343198789,8.022804975443794,2.8,5
-10.035942005713846,7.03681398369844,2.8,5
-10.202740579439803,6.050822991953086,2.8,5
-10.369539153165759,5.064832000207732,2.8,4
-10.536337726891716,4.078841008462378,2.8,4
-10.703136300617674,3.0928500167170236,2.8,0
-10.86993487434363,2.10685902497167,2.8,0
-11.036733448069587,1.1208680332263168,2.8,4
-11.203532021795542,0.13487704148096294,2.8,0
-11.3703305955215,-0.8511139502643911,2.8,0
-11.537129169247455,-1.837104942009745,2.8,3
-8.353155817843895,22.979468425350056,2.8,4
-8.51995439156985,21.9934774336047,2.8,4
-8.686752965295808,21.007486441859346,2.8,4
-8.853551539021764,20.021495450113992,2.8,4
-9.020350112747721,19.03550445836864,2.8,5
-9.187148686473678,18.049513466623285,2.8,5
-9.353947260199634,17.06352247487793,2.8,5
-9.520745833925591,16.077531483132578,2.8,5
-9.687544407651547,15.091540491387224,2.8,5
-9.854342981377503,14.10554949964187,2.8,5
-10.02114155510346,13.119558507896517,2.8,5
-10.187940128829418,12.133567516151164,2.8,5
-10.354738702555375,11.14757652440581,2.8,5
-10.521537276281332,10.161585532660457,2.8,5
-10.688335850007288,9.175594540915103,2.8,5
-10.855134423733244,8.18960354916975,2.8,4
-11.021932997459201,7.203612557424397,2.8,4
-11.188731571185157,6.217621565679043,2.8,4
-11.355530144911114,5.231630573933688,2.8,4
-11.522328718637072,4.245639582188335,2.8,4
-11.689127292363029,3.259648590442981,2.8,0
-11.855925866088985,2.273657598697627,2.8,0
-12.02272443981494,1.2876666069522735,2.8,0
-12.189523013540898,0.30167561520691966,2.8,3
-9.339146809589248,23.146266999076012,2.8,3
-9.505945383315204,22.16027600733066,2.8,4
-9.672743957041162,21.174285015585305,2.8,4
-9.839542530767117,20.18829402383995,2.8,4
-10.006341104493075,19.202303032094598,2.8,4
-10.173139678219032,18.216312040349244,2.8,4
-10.339938251944988,17.23032104860389,2.8,4
-10.506736825670945,16.244330056858537,2.8,4
-10.6735353993969,15.258339065113182,2.8,4
-10.840333973122856,14.272348073367828,2.8,4
-11.007132546848814,13.286357081622473,2.8,4
-11.173931120574771,12.300366089877121,2.8,4
-11.340729694300729,11.314375098131768,2.8,5
-11.507528268026686,10.328384106386414,2.8,4
-11.674326841752642,9.34239311464106,2.8,4
-11.841125415478597,8.356402122895705,2.8,0
-12.007923989204555,7.370411131150353,2.8,4
-12.17472256293051,6.384420139404999,2.8,4
-12.341521136656468,5.3984291476596455,2.8,4
-12.508319710382425,4.412438155914292,2.8,0
-12.675118284108382,3.4264471641689376,2.8,0
-12.841916857834338,2.4404561724235836,2.8,0
-10.491936375060558,22.327074581056614,2.8,4
-10.658734948786515,21.34108358931126,2.8,4
-10.82553352251247,20.355092597565907,2.8,4
-10.992332096238428,19.369101605820553,2.8,4
-11.159130669964386,18.3831106140752,2.8,4
-11.325929243690341,17.397119622329846,2.8,4
-11.492727817416299,16.411128630584493,2.8,4
-11.659526391142254,15.425137638839137,2.8,4
-11.82632496486821,14.439146647093784,2.8,4
-11.993123538594167,13.45315565534843,2.8,4
-12.159922112320125,12.467164663603079,2.8,4
-12.326720686046082,11.481173671857725,2.8,4
-12.49351925977204,10.495182680112372,2.8,4
-12.660317833497995,9.509191688367018,2.8,4
-12.827116407223949,8.523200696621663,2.8,5
-12.993914980949906,7.537209704876309,2.8,4
-13.160713554675862,6.551218713130956,2.8,0
-13.327512128401821,5.565227721385602,2.8,4
-13.494310702127777,4.5792367296402485,2.8,0
-13.661109275853732,3.5932457378948945,2.8,0
-11.477927366805911,22.49387315478257,2.8,4
-11.644725940531869,21.507882163037216,2.8,4
-11.811524514257824,20.521891171291863,2.8,4
-11.978323087983782,19.53590017954651,2.8,4
-12.145121661709739,18.549909187801155,2.8,4
-12.311920235435695,17.563918196055802,2.8,4
-12.478718809161652,16.57792720431045,2.8,4
-12.645517382887608,15.591936212565097,2.8,4
-12.812315956613563,14.605945220819743,2.8,4
-12.97911453033952,13.619954229074386,2.8,4
-13.145913104065476,12.633963237329034,2.8,4
-13.312711677791432,11.64797224558368,2.8,4
-13.479510251517391,10.661981253838327,2.8,4
-13.646308825243347,9.675990262092974,2.8,4
-13.813107398969303,8.68999927034762,2.8,4
-13.97990597269526,7.704008278602267,2.8,4
-14.146704546421216,6.718017286856913,2.8,0
-14.313503120147175,5.732026295111558,2.8,3
-12.797515506003178,20.688689745017818,2.8,4
-12.964314079729132,19.702698753272465,2.8,4
-13.13111265345509,18.71670776152711,2.8,4
-13.297911227181046,17.730716769781758,2.8,4
-13.464709800907006,16.744725778036404,2.8,4
-13.631508374632961,15.758734786291052,2.8,4
-13.798306948358917,14.772743794545699,2.8,4
-13.965105522084874,13.786752802800345,2.8,4
-14.13190409581083,12.800761811054992,2.8,4
-14.298702669536786,11.814770819309638,2.8,4
-14.465501243262745,10.828779827564285,2.8,4
-14.6322998169887,9.842788835818931,2.8,0
-14.799098390714656,8.856797844073576,2.8,3
-14.117103645200444,18.883506335253067,2.8,3
-14.2839022189264,17.897515343507713,2.8,3
7.16250658193009,11.489578395600939,3.5,3
7.207989612644657,10.490613284139574,3.5,0
7.253472643359224,9.491648172678207,3.5,0
7.298955674073793,8.492683061216841,3.5,0
7.3444387047883595,7.493717949755476,3.5,0
7.389921735502926,6.4947528382941115,3.5,0
7.435404766217493,5.495787726832746,3.5,0
7.480887796932061,4.49682261537138,3.5,0
7.526370827646628,3.497857503910015,3.5,0
7.571853858361196,2.49889239244865,3.5,0
7.617336889075763,1.499927280987285,3.5,0
7.66281991979033,0.5009621695259198,3.5,0
7.708302950504897,-0.4980029419354454,3.5,0
7.753785981219464,-1.4969680533968108,3.5,0
7.799269011934032,-2.4959331648581755,3.5,0
7.844752042648599,-3.4948982763195415,3.5,0
7.890235073363167,-4.493863387780907,3.5,0
7.935718104077734,-5.492828499242272,3.5,0
7.9812011347923,-6.4917936107036365,3.5,0
8.026684165506868,-7.490758722165002,3.5,0
8.072167196221436,-8.489723833626368,3.5,0
8.117650226936004,-9.488688945087732,3.5,0
8.16313325765057,-10.487654056549097,3.5,4
8.208616288365137,-11.486619168010462,3.5,4
8.254099319079703,-12.485584279471828,3.5,4
8.299582349794273,-13.484549390933193,3.5,4
8.345065380508839,-14.48351450239456,3.5,4
8.390548411223406,-15.482479613855924,3.5,4
8.436031441937974,-16.48144472531729,3.5,0
6.118058439754159,12.443060476347735,3.5,3
6.163541470468726,11.44409536488637,3.5,0
6.2090245011832925,10.445130253425006,3.5,0
6.25450753189786,9.446165141963641,3.5,0
6.299990562612427,8.447200030502275,3.5,0
6.345473593326995,7.448234919040909,3.5,0
6.3909566240415625,6.449269807579545,3.5,0
6.4364396547561284,5.450304696118179,3.5,0
6.481922685470695,4.451339584656814,3.5,0
6.527405716185262,3.452374473195448,3.5,0
6.572888746899831,2.4534093617340833,3.5,0
6.6183717776143975,1.454444250272718,3.5,0
6.663854808328965,0.4554791388113527,3.5,0
6.709337839043532,-0.5434859726500126,3.5,0
6.754820869758099,-1.5424510841113779,3.5,0
6.8003039004726675,-2.541416195572743,3.5,0
6.845786931187234,-3.540381307034109,3.5,0
6.891269961901801,-4.539346418495474,3.5,0
6.936752992616368,-5.538311529956839,3.5,0
6.982236023330936,-6.537276641418204,3.5,0
7.0277190540455035,-7.536241752879569,3.5,0
7.073202084760071,-8.535206864340934,3.5,4
7.118685115474638,-9.534171975802298,3.5,4
7.164168146189205,-10.533137087263665,3.5,4
7.209651176903772,-11.53210219872503,3.5,4
7.2551342076183385,-12.531067310186396,3.5,4
7.300617238332907,-13.53003242164776,3.5,4
7.346100269047474,-14.528997533109125,3.5,4
7.391583299762042,-15.52796264457049,3.5,4
7.4370663304766085,-16.526927756031856,3.5,4
7.482549361191175,-17.52589286749322,3.5,3
5.073610297578226,13.396542557094534,3.5,3
5.119093328292793,12.39757744563317,3.5,0
5.16457635900736,11.398612334171805,3.5,0
5.210059389721927,10.399647222710438,3.5,0
5.255542420436495,9.400682111249074,3.5,0
5.3010254511510615,8.401716999787707,3.5,0
5.346508481865628,7.402751888326343,3.5,0
5.391991512580196,6.403786776864978,3.5,0
5.437474543294764,5.404821665403611,3.5,0
5.4829575740093315,4.405856553942247,3.5,0
5.528440604723898,3.406891442480881,3.5,0
5.573923635438465,2.407926331019516,3.5,0
5.619406666153033,1.408961219558151,3.5,0
5.6648896968676,0.4099961080967856,3.5,0
5.7103727275821665,-0.5889690033645796,3.5,0
5.755855758296734,-1.587934114825945,3.5,0
5.801338789011302,-2.58689922628731,3.5,0
5.84682181972587,-3.5858643377486756,3.5,0
5.8923048504404365,-4.584829449210041,3.5,0
5.937787881155003,-5.5837945606714054,3.5,0
5.983270911869571,-6.582759672132771,3.5,0
6.028753942584138,-7.581724783594136,3.5,0
6.074236973298705,-8.580689895055501,3.5,0
6.119720004013272,-9.579655006516866,3.5,4
6.16520303472784,-10.57862011797823,3.5,4
6.210686065442408,-11.577585229439595,3.5,4
6.256169096156975,-12.576550340900962,3.5,4
6.3016521268715415,-13.575515452362328,3.5,4
6.347135157586109,-14.574480563823693,3.5,4
6.392618188300676,-15.573445675285058,3.5,4
6.438101219015243,-16.572410786746424,3.5,4
6.483584249729811,-17.571375898207787,3.5,0
4.029162155402292,14.350024637841333,3.5,1
4.074645186116859,13.351059526379967,3.5,0
4.120128216831427,12.352094414918602,3.5,0
4.1656112475459945,11.353129303457237,3.5,0
4.211094278260561,10.354164191995872,3.5,0
4.256577308975129,9.355199080534508,3.5,0
4.302060339689696,8.356233969073141,3.5,0
4.347543370404263,7.357268857611776,3.5,0
4.3930264011188305,6.35830374615041,3.5,0
4.438509431833397,5.359338634689045,3.5,0
4.483992462547965,4.36037352322768,3.5,0
4.529475493262533,3.361408411766314,3.5,0
4.5749585239771,2.3624433003049488,3.5,0
4.620441554691667,1.3634781888435836,3.5,0
4.665924585406234,0.36451307738221844,3.5,0
4.711407616120801,-0.6344520340791469,3.5,0
4.756890646835369,-1.633417145540512,3.5,0
4.8023736775499355,-2.632382257001877,3.5,0
4.847856708264503,-3.6313473684632434,3.5,0
4.893339738979071,-4.6303124799246085,3.5,0
4.938822769693638,-5.629277591385973,3.5,0
4.9843058004082055,-6.628242702847338,3.5,3
5.029788831122772,-7.6272078143087025,3.5,0
5.07527186183734,-8.626172925770067,3.5,3
5.120754892551907,-9.625138037231434,3.5,3
5.166237923266474,-10.624103148692798,3.5,4
5.211720953981041,-11.623068260154163,3.5,4
5.257203984695609,-12.62203337161553,3.5,4
5.302687015410176,-13.620998483076894,3.5,4
5.348170046124744,-14.619963594538259,3.5,4
5.3936530768393105,-15.618928705999625,3.5,4
5.439136107553877,-16.61789381746099,3.5,4
5.484619138268445,-17.616858928922355,3.5,4
2.98471401322636,15.30350671858813,3.5,3
3.0301970439409276,14.304541607126765,3.5,4
3.0756800746554944,13.3055764956654,3.5,0
3.1211631053700617,12.306611384204036,3.5,0
3.166646136084629,11.30764627274267,3.5,0
3.2121291667991962,10.308681161281305,3.5,0
3.257612197513764,9.30971604981994,3.5,0
3.303095228228331,8.310750938358574,3.5,0
3.348578258942898,7.311785826897209,3.5,0
3.394061289657466,6.3128207154358424,3.5,0
3.4395443203720326,5.313855603974477,3.5,0
3.4850273510866003,4.314890492513112,3.5,0
3.530510381801167,3.315925381051747,3.5,0
3.5759934125157344,2.316960269590382,3.5,0
3.621476443230302,1.3179951581290168,3.5,0
3.666959473944869,0.31903004666765133,3.5,0
3.7124425046594363,-0.6799350647937139,3.5,0
3.757925535374004,-1.678900176255079,3.5,0
3.803408566088571,-2.677865287716444,3.5,0
3.8488915968031385,-3.6768303991778106,3.5,0
3.8943746275177054,-4.675795510639175,3.5,0
3.9398576582322726,-5.674760622100541,3.5,2
3.9853406889468403,-6.673725733561905,3.5,3
4.030823719661408,-7.67269084502327,3.5,3
4.076306750375975,-8.671655956484635,3.5,3
4.121789781090542,-9.670621067946,3.5,3
4.167272811805109,-10.669586179407364,3.5,3
4.212755842519677,-11.66855129086873,3.5,4
4.2582388732342435,-12.667516402330097,3.5,4
4.30372190394881,-13.666481513791462,3.5,4
4.349204934663378,-14.665446625252827,3.5,4
4.394687965377946,-15.664411736714191,3.5,4
4.440170996092513,-16.663376848175556,3.5,4
4.48565402680708,-17.662341959636922,3.5,4
4.531137057521647,-18.661307071098285,3.5,3
1.9857489017649947,15.258023687873564,3.5,3
2.031231932479562,14.259058576412198,3.5,4
2.0767149631941293,13.260093464950833,3.5,0
2.1221979939086966,12.261128353489468,3.5,0
2.167681024623264,11.262163242028103,3.5,0
2.213164055337831,10.263198130566739,3.5,0
2.258647086052398,9.264233019105372,3.5,0
2.3041301167669657,8.265267907644006,3.5,0
2.349613147481533,7.266302796182641,3.5,0
2.3950961781961,6.267337684721275,3.5,0
2.440579208910667,5.26837257325991,3.5,0
2.4860622396252348,4.269407461798545,3.5,0
2.531545270339802,3.27044235033718,3.5,0
2.5770283010543693,2.2714772388758147,3.5,0
2.622511331768936,1.2725121274144495,3.5,0
2.667994362483504,0.2735470159530843,3.5,0
2.713477393198071,-0.725418095508281,3.5,0
2.7589604239126384,-1.7243832069696463,3.5,0
2.8044434546272052,-2.7233483184310114,3.5,0
2.849926485341773,-3.7223134298923775,3.5,0
2.8954095160563402,-4.721278541353742,3.5,2
2.9408925467709075,-5.720243652815108,3.5,2
2.9863755774854743,-6.7192087642764715,3.5,2
3.031858608200042,-7.718173875737837,3.5,2
3.0773416389146093,-8.717138987199203,3.5,2
3.1228246696291766,-9.716104098660567,3.5,3
3.168307700343744,-10.715069210121932,3.5,3
3.213790731058311,-11.714034321583297,3.5,5
3.259273761772878,-12.712999433044663,3.5,4
3.3047567924874457,-13.711964544506028,3.5,4
3.3502398232020125,-14.710929655967394,3.5,4
3.3957228539165802,-15.709894767428759,3.5,4
3.4412058846311475,-16.708859878890124,3.5,4
3.4866889153457143,-17.70782499035149,3.5,4
3.532171946060282,-18.706790101812853,3.5,0
0.9867837903036293,15.212540657158996,3.5,4
1.0322668210181967,14.213575545697632,3.5,4
1.0777498517327637,13.214610434236267,3.5,4
1.123232882447331,12.2156453227749,3.5,4
1.1687159131618983,11.216680211313536,3.5,0
1.2141989438764658,10.217715099852171,3.5,0
1.2596819745910328,9.218749988390806,3.5,0
1.3051650053056,8.21978487692944,3.5,0
1.3506480360201674,7.220819765468074,3.5,0
1.3961310667347346,6.221854654006708,3.5,0
1.441614097449302,5.222889542545343,3.5,0
1.4870971281638692,4.223924431083978,3.5,0
1.5325801588784365,3.224959319622613,3.5,0
1.5780631895930037,2.2259942081612474,3.5,0
1.623546220307571,1.2270290966998822,3.5,0
1.6690292510221383,0.22806398523851712,3.5,0
1.7145122817367056,-0.7709011262228481,3.5,0
1.759995312451273,-1.7698662376842134,3.5,0
1.80547834316584,-2.7688313491455783,3.5,2
1.8509613738804074,-3.7677964606069443,3.5,2
1.8964444045949747,-4.76676157206831,3.5,2
1.9419274353095421,-5.7657266835296745,3.5,2
1.9874104660241092,-6.764691794991039,3.5,2
2.0328934967386765,-7.763656906452404,3.5,2
2.0783765274532437,-8.762622017913769,3.5,2
2.123859558167811,-9.761587129375133,3.5,2
2.1693425888823783,-10.7605522408365,3.5,2
2.2148256195969456,-11.759517352297864,3.5,0
2.260308650311513,-12.758482463759231,3.5,4
2.30579168102608,-13.757447575220596,3.5,4
2.351274711740648,-14.75641268668196,3.5,4
2.3967577424552147,-15.755377798143325,3.5,4
2.442240773169782,-16.75434290960469,3.5,4
2.487723803884349,-17.753308021066054,3.5,4
2.5332068345989165,-18.75227313252742,3.5,3
-0.057664351872303496,16.166022737905795,3.5,3
-0.012181321157736218,15.167057626444429,3.5,4
0.03330170955683105,14.168092514983064,3.5,4
0.07878474027139833,13.1691274035217,3.5,4
0.1242677709859656,12.170162292060333,3.5,4
0.16975080170053286,11.171197180598968,3.5,0
0.21523383241510013,10.172232069137603,3.5,0
0.2607168631296674,9.173266957676237,3.5,0
0.3061998938442346,8.17430184621487,3.5,0
0.3516829245588019,7.175336734753506,3.5,0
0.3971659552733692,6.176371623292141,3.5,0
0.4426489859879365,5.177406511830776,3.5,2
0.4881320167025038,4.178441400369411,3.5,0
0.5336150474170711,3.179476288908046,3.5,0
0.5790980781316384,2.1805111774466805,3.5,0
0.6245811088462057,1.1815460659853154,3.5,0
0.6700641395607729,0.18258095452395,3.5,0
0.7155471702753402,-0.8163841569374153,3.5,0
0.7610302009899075,-1.8153492683987804,3.5,2
0.8065132317044748,-2.8143143798601455,3.5,2
0.851996262419042,-3.8132794913215116,3.5,2
0.8974792931336093,-4.812244602782877,3.5,2
0.9429623238481766,-5.811209714244241,3.5,2
0.9884453545627438,-6.810174825705607,3.5,2
1.0339283852773111,-7.8091399371669725,3.5,2
1.0794114159918784,-8.808105048628338,3.5,2
1.124894446706446,-9.807070160089703,3.5,2
1.170377477421013,-10.806035271551067,3.5,2
1.2158605081355802,-11.805000383012432,3.5,2
1.2613435388501475,-12.803965494473797,3.5,5
1.306826569564715,-13.802930605935163,3.5,0
1.352309600279282,-14.801895717396528,3.5,4
1.3977926309938493,-15.800860828857893,3.5,4
1.4432756617084166,-16.79982594031926,3.5,4
1.4887586924229839,-17.798791051780622,3.5,3
-1.102112494048236,17.119504818652594,3.5,4
-1.0566294633336688,16.120539707191227,3.5,4
-1.0111464326191015,15.121574595729863,3.5,4
-0.9656634019045341,14.122609484268498,3.5,4
-0.920180371189967,13.123644372807131,3.5,4
-0.8746973404753996,12.124679261345765,3.5,4
-0.8292143097608324,11.1257141498844,3.5,0
-0.7837312790462652,10.126749038423036,3.5,0
-0.738248248331698,9.127783926961671,3.5,0
-0.6927652176171307,8.128818815500304,3.5,0
-0.6472821869025635,7.129853704038939,3.5,0
-0.6017991561879962,6.130888592577574,3.5,0
-0.5563161254734289,5.131923481116209,3.5,0
-0.5108330947588616,4.132958369654844,3.5,0
-0.46535006404429435,3.133993258193479,3.5,0
-0.4198670333297271,2.1350281467321137,3.5,0
-0.3743840026151598,1.1360630352707481,3.5,2
-0.32890097190059253,0.13709792380938293,3.5,2
-0.28341794118602526,-0.8618671876519824,3.5,2
-0.23793491047145796,-1.8608322991133472,3.5,2
-0.19245187975689065,-2.8597974105747124,3.5,2
-0.14696884904232338,-3.8587625220360784,3.5,2
-0.10148581832775613,-4.8577276334974435,3.5,2
-0.056002787613188866,-5.856692744958808,3.5,2
-0.010519756898621585,-6.855657856420175,3.5,2
0.03496327381594569,-7.854622967881539,3.5,2
0.080446304530513,-8.853588079342904,3.5,2
0.12592933524508026,-9.852553190804269,3.5,2
0.17141236595964754,-10.851518302265635,3.5,2
0.2168953966742148,-11.850483413727,3.5,0
0.2623784273887821,-12.849448525188365,3.5,4
0.30786145810334936,-13.84841363664973,3.5,4
0.35334448881791664,-14.847378748111094,3.5,4
0.3988275195324839,-15.84634385957246,3.5,4
0.44431055024705113,-16.845308971033823,3.5,3
-2.101077605509601,17.074021787938026,3.5,4
-2.055594574795034,16.07505667647666,3.5,4
-2.010111544080467,15.076091565015295,3.5,4
-1.9646285133658996,14.07712645355393,3.5,4
-1.9191454826513321,13.078161342092566,3.5,4
-1.8736624519367648,12.079196230631199,3.5,0
-1.8281794212221976,11.080231119169834,3.5,0
-1.7826963905076305,10.081266007708468,3.5,0
-1.737213359793063,9.082300896247103,3.5,0
-1.6917303290784957,8.083335784785737,3.5,0
-1.6462472983639287,7.084370673324372,3.5,0
-1.6007642676493614,6.085405561863007,3.5,0
-1.555281236934794,5.086440450401642,3.5,0
-1.5097982062202269,4.087475338940277,3.5,2
-1.4643151755056594,3.0885102274789116,3.5,2
-1.4188321447910923,2.089545116017546,3.5,2
-1.3733491140765248,1.090580004556181,3.5,2
-1.3278660833619578,0.09161489309481582,3.5,2
-1.2823830526473903,-0.9073502183665495,3.5,2
-1.2369000219328232,-1.9063153298279147,3.5,2
-1.1914169912182557,-2.9052804412892796,3.5,2
-1.1459339605036887,-3.9042455527506457,3.5,2
-1.1004509297891212,-4.90321066421201,3.5,2
-1.0549678990745541,-5.902175775673376,3.5,2
-1.0094848683599866,-6.9011408871347415,3.5,2
-0.9640018376454196,-7.900105998596106,3.5,2
-0.9185188069308522,-8.899071110057472,3.5,2
-0.873035776216285,-9.898036221518836,3.5,2
-0.8275527455017176,-10.897001332980201,3.5,0
-0.7820697147871505,-11.895966444441566,3.5,0
-0.7365866840725832,-12.894931555902932,3.5,0
-0.6911036533580159,-13.893896667364297,3.5,0
-0.6456206226434487,-14.892861778825662,3.5,0
-0.6001375919288814,-15.891826890287026,3.5,0
-0.5546545612143141,-16.89079200174839,3.5,3
-3.100042716970967,17.02853875722346,3.5,4
-3.0545596862563995,16.029573645762092,3.5,4
-3.0090766555418322,15.030608534300729,3.5,4
-2.963593624827265,14.031643422839363,3.5,4
-2.918110594112698,13.032678311377998,3.5,4
-2.8726275633981304,12.033713199916631,3.5,4
-2.827144532683563,11.034748088455267,3.5,4
-2.781661501968996,10.035782976993902,3.5,0
-2.7361784712544286,9.036817865532537,3.5,4
-2.6906954405398613,8.03785275407117,3.5,0
-2.645212409825294,7.038887642609805,3.5,0
-2.5997293791107268,6.03992253114844,3.5,0
-2.55424634839616,5.040957419687075,3.5,2
-2.508763317681592,4.04199230822571,3.5,2
-2.463280286967025,3.0430271967643447,3.5,2
-2.4177972562524577,2.044062085302979,3.5,2
-2.372314225537891,1.045096973841614,3.5,2
-2.326831194823323,0.0461318623802487,3.5,2
-2.281348164108756,-0.9528332490811167,3.5,2
-2.2358651333941886,-1.9517983605424818,3.5,2
-2.1903821026796217,-2.950763472003847,3.5,2
-2.144899071965054,-3.9497285834652125,3.5,2
-2.0994160412504868,-4.948693694926577,3.5,2
-2.0539330105359195,-5.947658806387943,3.5,2
-2.0084499798213526,-6.946623917849308,3.5,2
-1.9629669491067852,-7.945589029310673,3.5,2
-1.9174839183922177,-8.944554140772038,3.5,2
-1.8720008876776504,-9.943519252233404,3.5,2
-1.8265178569630833,-10.942484363694769,3.5,4
-1.781034826248516,-11.941449475156134,3.5,4
-1.7355517955339486,-12.940414586617498,3.5,0
-1.6900687648193813,-13.939379698078863,3.5,0
-1.644585734104814,-14.93834480954023,3.5,0
-1.599102703390247,-15.937309921001594,3.5,3
-4.1444908591469,17.982020837970257,3.5,4
-4.099007828432332,16.98305572650889,3.5,4
-4.053524797717765,15.984090615047526,3.5,4
-4.008041767003197,14.985125503586161,3.5,4
-3.96255873628863,13.986160392124797,3.5,4
-3.917075705574063,12.987195280663432,3.5,4
-3.871592674859495,11.988230169202065,3.5,4
-3.8261096441449283,10.989265057740699,3.5,4
-3.7806266134303614,9.990299946279334,3.5,0
-3.7351435827157937,8.99133483481797,3.5,0
-3.6896605520012264,7.992369723356603,3.5,2
-3.6441775212866596,6.993404611895238,3.5,2
-3.598694490572092,5.994439500433872,3.5,2
-3.5532114598575246,4.995474388972507,3.5,2
-3.507728429142957,3.996509277511142,3.5,2
-3.46224539842839,2.9975441660497775,3.5,2
-3.4167623677138232,1.9985790545884121,3.5,2
-3.3712793369992555,0.999613943127047,3.5,2
-3.3257963062846883,0.000648831665681604,3.5,2
-3.2803132755701214,-0.9983162797956837,3.5,2
-3.2348302448555537,-1.9972813912570486,3.5,2
-3.1893472141409864,-2.9962465027184138,3.5,2
-3.143864183426419,-3.99521161417978,3.5,2
-3.098381152711852,-4.994176725641145,3.5,2
-3.0528981219972846,-5.9931418371025105,3.5,2
-3.0074150912827173,-6.992106948563875,3.5,0
-2.96193206056815,-7.991072060025241,3.5,0
-2.916449029853583,-8.990037171486605,3.5,0
-2.8709659991390155,-9.98900228294797,3.5,0
-2.8254829684244482,-10.987967394409335,3.5,4
-2.779999937709881,-11.986932505870701,3.5,0
-2.7345169069953137,-12.985897617332066,3.5,4
-2.6890338762807464,-13.98486272879343,3.5,0
-2.643550845566179,-14.983827840254795,3.5,0
-5.143455970608265,17.93653780725569,3.5,4
-5.0979729398936975,16.937572695794323,3.5,4
-5.052489909179131,15.93860758433296,3.5,4
-5.007006878464564,14.939642472871594,3.5,4
-4.961523847749996,13.940677361410229,3.5,4
-4.916040817035428,12.941712249948864,3.5,4
-4.870557786320861,11.942747138487498,3.5,0
-4.825074755606294,10.943782027026133,3.5,0
-4.779591724891727,9.944816915564768,3.5,0
-4.734108694177159,8.945851804103402,3.5,2
-4.6886256634625925,7.946886692642036,3.5,2
-4.643142632748026,6.947921581180671,3.5,2
-4.597659602033458,5.948956469719305,3.5,2
-4.55217657131889,4.9499913582579405,3.5,2
-4.5066935406043225,3.9510262467965753,3.5,2
-4.461210509889756,2.9520611353352106,3.5,2
-4.415727479175189,1.9530960238738448,3.5,2
-4.370244448460621,0.9541309124124797,3.5,2
-4.324761417746054,-0.04483419904888551,3.5,2
-4.279278387031487,-1.0437993105102508,3.5,2
-4.23379535631692,-2.042764421971616,3.5,2
-4.188312325602352,-3.041729533432981,3.5,2
-4.142829294887784,-4.040694644894347,3.5,2
-4.0973462641732175,-5.039659756355713,3.5,2
-4.051863233458651,-6.038624867817077,3.5,0
-4.006380202744083,-7.037589979278442,3.5,4
-3.960897172029516,-8.036555090739807,3.5,0
-3.9154141413149484,-9.035520202201173,3.5,4
-3.869931110600381,-10.034485313662538,3.5,4
-3.8244480798858143,-11.033450425123903,3.5,0
-3.7789650491712465,-12.032415536585267,3.5,0
-3.7334820184566793,-13.031380648046632,3.5,0
-3.6879989877421124,-14.030345759507998,3.5,0
-3.6425159570275447,-15.029310870969363,3.5,3
-6.14242108206963,17.89105477654112,3.5,4
-6.096938051355062,16.89208966507976,3.5,4
-6.051455020640495,15.893124553618392,3.5,4
-6.0059719899259285,14.894159442157028,3.5,4
-5.960488959211361,13.895194330695663,3.5,4
-5.915005928496794,12.896229219234296,3.5,4
-5.869522897782226,11.89726410777293,3.5,0
-5.824039867067659,10.898298996311565,3.5,0
-5.778556836353092,9.8993338848502,3.5,2
-5.733073805638524,8.900368773388836,3.5,2
-5.687590774923957,7.9014036619274695,3.5,2
-5.64210774420939,6.902438550466104,3.5,2
-5.596624713494823,5.903473439004738,3.5,2
-5.551141682780256,4.904508327543374,3.5,2
-5.505658652065688,3.905543216082008,3.5,2
-5.460175621351121,2.9065781046206434,3.5,2
-5.4146925906365535,1.9076129931592778,3.5,2
-5.369209559921986,0.9086478816979126,3.5,2
-5.323726529207419,-0.0903172297634526,3.5,2
-5.278243498492852,-1.0892823412248178,3.5,2
-5.232760467778284,-2.088247452686183,3.5,2
-5.187277437063718,-3.0872125641475483,3.5,2
-5.14179440634915,-4.086177675608914,3.5,5
-5.096311375634583,-5.0851427870702794,3.5,5
-5.050828344920015,-6.084107898531644,3.5,4
-5.005345314205448,-7.08307300999301,3.5,4
-4.959862283490881,-8.082038121454374,3.5,0
-4.914379252776313,-9.081003232915739,3.5,0
-4.868896222061746,-10.079968344377104,3.5,0
-4.823413191347179,-11.07893345583847,3.5,0
-4.777930160632612,-12.077898567299835,3.5,0
-4.732447129918045,-13.0768636787612,3.5,0
-4.686964099203477,-14.075828790222564,3.5,3
-7.141386193530996,17.845571745826554,3.5,4
