stock_code,revenue,s_fa_eps_basic,du_profit,plus_net_invest_inc,net_cash_flows_oper_act,net_cash_flows_inv_act,net_roe,total_roe,RSI,VOL,WILLR,y,date
300122.SZ,162237040,0.162300006,305070848,0,-27181548,-202562928,8.120699883,5.799200058,57.74600116,0.019624141,-36.93239152,-0.088016967,20180608
300124.SZ,3660045312,0.119999997,200554080,-13940010,420348128,-400230688,3.43840003,2.221899986,48.74664055,0.006331156,-26.1682243,-0.022397094,20180608
300136.SZ,718336640,0.213699996,278240544,0,253901504,-125821664,7.072199821,3.858400106,54.233309,0.015478692,-28.39248434,-0.194641881,20180608
300144.SZ,671536128,0.219999999,382614112,-253671.1563,384509792,-140304192,4.225999832,3.578799963,65.34627851,0.010872524,-15.10989011,-0.028450106,20180608
300251.SZ,609489216,0.680000007,2373026048,-5129958.5,355786880,156270592,19.15999985,15.59370041,32.09785365,0.009104191,-66.86046512,-0.048048048,20180608
300315.SZ,456536032,0.050000001,180169984,6664146.5,168413616,-175868400,1.530300021,1.457999945,17.8780816,0.008749912,-93.02325581,-0.122004357,20180608
600000.SH,1.61E+11,0.460000008,0,180000000,-1.92E+11,-64014999552,3.340600014,0.235699996,34.33766437,0.000778826,-89.13043478,-0.088291747,20180608
600008.SH,1769222272,0.017899999,398055680,42799736,13303045,46452376,0.684400022,0.232600003,21.98859187,0.002717628,-86.66666667,-0.034722222,20180608
600009.SH,1895161856,0.529999971,1294660736,223853600,491818816,-559439424,3.89260006,3.787699938,62.76183845,0.004990803,-15.66091954,-0.043288532,20180608
600010.SH,10629547008,0.0139,1528763904,12370032,1081587456,-721186432,1.274500012,0.433600008,21.72200406,0.004455966,-88.88888889,-0.100591716,20180608
600011.SH,37577080832,0.079999998,4785438720,94947152,11059109888,8868528128,1.588799953,0.453999996,46.18737789,0.001880041,-91.66666667,-0.029457364,20180608
600015.SH,16332000256,0.289999992,0,0,7488999936,-6690999808,2.641000032,0.181500003,34.64770249,0.001266235,-90.625,-0.078527607,20180608
600016.SH,36253999104,0.409999996,0,0,-43896000512,-57843998720,3.881099939,0.254099995,26.25946095,0.001421442,-91.66666667,-0.07723036,20180608
600018.SH,7992518144,0.071199998,2701073664,329366816,793607232,966111232,2.309000015,1.336799979,33.21099635,0.0007201,-83.72093023,-0.079937304,20180608
600019.SH,2.46E+11,0.230000004,7159626752,3162130.25,22403256320,-21558378496,2.965300083,1.572399974,47.4303688,0.002548854,-52.52525253,-0.120551091,20180608
600021.SH,4667250688,0.0361,841090944,155619888,480529216,-562381632,0.682699978,0.297100008,27.41682816,0.001745614,-84.21052632,-0.107095047,20180608
600023.SH,10971994112,0.039999999,1069373888,577791616,2252983808,-1405908736,0.93690002,0.566999972,44.40738942,0.000706442,-84,-0.1015625,20180608
600028.SH,6.21E+11,0.155000001,31970000896,0,1.39E+11,-36764999680,2.516799927,1.548099995,31.48920617,0.001362761,-93.75,-0.007692308,20180608
600029.SH,30972999680,0.25,3129999872,226000000,2819000064,-497000000,4.811699867,1.305799961,52.42332832,0.008367195,-32.29166667,-0.215984776,20180608
600030.SH,8614337536,0.219999999,0,67804936,-37941682176,7633332736,1.772799969,0.435400009,40.37482777,0.008233569,-57.2519084,-0.130715438,20180608
600031.SH,9376806912,0.200000003,2258674944,26624000,2999111936,79966000,5.487100124,2.54399991,35.34924294,0.007414104,-53.84615385,0.049019608,20180608
600036.SH,57179000832,0.899999976,0,0,-2.14E+11,-95300001792,4.570000172,0.361900002,38.71632482,0.001954605,-98.29059829,-0.083333333,20180608
600038.SH,2087906688,0.119900003,92129288,-202493.9688,548417024,-22589574,0.964699984,0.307200015,39.30625068,0.009238448,-62.06896552,-0.068214804,20180608
600048.SH,17912457216,0.159999996,4721513984,40802056,-13751172096,-1551257472,1.733199954,0.390500009,44.6519648,0.006697711,-41.83673469,-0.101837672,20180608
600050.SH,69005164544,0.043000001,4223454720,312805408,21957939200,-15108131840,0.949699998,0.519900024,34.62705571,0.005738301,-93.75,-0.097378277,20180608
600061.SH,0,0.119999997,846631488,0,-11993929,943395904,1.36469996,0.373899996,21.34023824,0.000953112,-95.0617284,-0.117647059,20180608
600066.SH,4538839040,0.129999995,455128576,2296278.5,-3196646912,1563724032,1.865800023,0.830799997,62.61607139,0.003763319,-26.57342657,-0.153500898,20180608
600068.SH,20884621312,0.133000001,1959527680,73904480,-3428476160,-1275769088,1.831099987,0.583599985,26.09921028,0.005304112,-96.51162791,-0.009776536,20180608
600074.SH,4114202112,-0.050000001,-60016656,-49781224,-948942208,-117774152,0,-6.032400131,29.72667114,0.020390923,-91.30434783,0.258333333,20180608
600085.SH,825238208,0.231000006,656382720,0,350957696,-68928184,3.645699978,2.829099894,48.51625051,0.009632918,-85.35031847,-0.103331598,20180608
600089.SH,8006654464,0.134900004,1097676032,15316004,-930823168,-636286720,1.680899978,0.80309999,22.81921515,0.003686327,-95.69892473,-0.052924791,20180608
600100.SH,968467968,-0.075599998,-121687680,5895521.5,-2244609536,-206479280,-1.057899952,-0.409200013,39.40798748,0.005365844,-94.23076923,-0.205079962,20180608
600104.SH,33523982336,0.83099997,16468164608,0,6198195,-4292263168,4.142099857,1.912199974,58.53467522,0.001233196,-31.06796117,-0.057991121,20180608
600109.SH,4384393216,0.090000004,0,23229752,-3757253120,-112602944,1.426699996,0.620800018,32.58374771,0.004744927,-80.85106383,-0.101412067,20180608
600111.SH,791384576,0.029999999,302080352,0,100954960,-139732224,1.220499992,0.737200022,25.57272414,0.006796572,-86.15384615,-0.042698548,20180608
600115.SH,98560000000,0.140000001,2300999936,187000000,10961999872,-31154999296,3.580499887,0.948700011,55.90523537,0.004367721,-15.84158416,-0.17884131,20180608
600118.SH,2637763.75,0.050000001,74412336,-412910.3125,-10055828,-91808960,1.144600034,0.678799987,30.90902507,0.004993716,-88.52459016,-0.098981077,20180608
600153.SH,1.46E+11,0.200000003,1027182592,64726608,-2900746752,1806334208,2.403800011,0.346199989,42.52422255,0.003692614,-65.59139785,-0.183503244,20180608
600157.SH,17055074,0.041099999,1581836544,2845241.25,232334784,-3767040768,2.059999943,0.493999988,23.38098522,0.008071878,-95.34883721,-0.065217391,20180608
600170.SH,26687991808,0.059999999,1378960896,2993296,-2410349824,98642816,1.952700019,0.350499988,20.63161034,0.002129577,-89.65517241,-0.106824926,20180608
600177.SH,14894999552,0.140000001,954506112,991061440,-25934468,-633276736,2.05189991,0.752300024,39.46446677,0.001444472,-94.33962264,-0.057142857,20180608
600188.SH,5134145024,0.453500003,4479835136,129083000,3270161920,-4468658176,3.644799948,1.393599987,50.04561825,0.012304552,-35.78947368,-0.106993007,20180608
600196.SH,9433.959961,0.280000001,1168298240,245874272,-276304864,569222464,2.723400116,1.333199978,52.67388395,0.011095366,-70.84870849,-0.109810981,20180608
600208.SH,13626242048,0.092,1435442304,576362560,-3033690368,-3394540288,2.378499985,0.614300013,33.02420203,0.002663976,-87.09677419,-0.064837905,20180608
600219.SH,4181195520,0.029999999,488174240,8754212,691001024,-174784144,0.902100027,0.727400005,30.15979752,0.002971093,-76.92307692,-0.091836735,20180608
600221.SH,30811957248,0.079599999,1669300992,662515008,8966866944,-12259596288,2.280400038,0.714399993,0,0,0,,20180608
600233.SH,662264,0.111699998,438546528,0,-1270695040,617351552,3.281699896,2.302999973,63.11127022,0.001580182,-25.10638298,-0.229291717,20180608
600271.SH,5487146496,0.050000001,391684192,-346243.75,-669223168,-30903034,0.976400018,1.515599966,52.41459535,0.011837001,-39.76261128,-0.081942337,20180608
600276.SH,3609277952,0.330000013,1137876480,0,2592628480,-2649590528,5.790699959,5.268700123,47.52316545,0.003996199,-66.89251617,-0.102279729,20180608
600297.SH,0,0.140000001,2175055104,0,-7357377536,3578894848,3.059900045,1.021499991,42.57245546,0.002431498,-97.01492537,-0.107644306,20180608
600309.SH,5689012224,1.299999952,5432404480,3763553.25,473064832,-1352865152,13.27219963,6.251599789,94.00429325,0.016500375,-8.741594621,-0.090640809,20180608
600332.SH,1283145216,0.556999981,1085407360,82351488,30031538,-779289600,4.577400208,3.2421,56.79108338,0.015979515,-59.65996909,-0.152158528,20180608
600340.SH,7807659520,0.74000001,3774842880,-4067656.5,-2414916096,-8633397248,5.889100075,0.60589999,42.64446093,0.005696138,-57.32758621,-0.092981187,20180608
600352.SH,12355532800,0.238700002,1118862848,96640104,-6075318272,-2020082304,4.417500019,1.764299989,54.55525111,0.023501356,-63.93442623,-0.11953125,20180608
600362.SH,50611609600,0.219999999,1066882688,0,797210368,-1514248320,1.586199999,0.859799981,50.72967682,0.009773199,-37.06293706,-0.084696262,20180608
600369.SH,3631761920,0.050000001,0,151874016,-383069952,-206873984,1.351300001,0.398900002,27.71584331,0.002449403,-97.36842105,-0.055,20180608
600372.SH,25844944,-0.0339,-26273824,0,-30190658,148642592,-0.842999995,-0.326700002,28.22695851,0.002808204,-97.79005525,-0.028222731,20180608
600373.SH,235849.0469,0.330000013,504868800,17864640,-299925344,-918094272,3.5631001,2.108599901,44.68755846,0.006042483,-96.15384615,-0.150340136,20180608
600376.SH,430810624,0.087499999,807482944,-15729050,-3927695360,-318129344,1.101999998,0.149499997,24.90926907,0.001320281,-83.01886792,-0.166462668,20180608
600383.SH,39226460,0.239999995,1353416192,-928331.25,-4210380288,1015019264,2.635699987,0.541700006,36.30233737,0.003634745,-49.20634921,-0.086834734,20180608
600390.SH,11646912512,0.140000001,868442944,386876256,236673968,576731072,1.702900052,0.532599986,22.75775895,0.000905979,-86.51685393,-0.115294118,20180608
600406.SH,3206908416,0.02,201327712,0,-1951159040,705642368,0.484200001,0.2368,41.22251154,0.003446141,-18.25396825,-0.081881533,20180608
600415.SH,4706750464,0.129999995,954063872,-1496986.25,-843061440,-609209344,6.086800098,2.945800066,40.40064479,0.002089933,-87.5,-0.146881288,20180608
600436.SH,860320320,0.540000021,386525504,8138173,277268352,-8522190,7.347300053,5.551199913,60.87454315,0.01533152,-64.41155743,-0.042128408,20180608
600482.SH,22305275904,0.119999997,223644928,41316.01172,540606208,-399571232,0.787199974,0.49090001,14.10647706,0.006388644,-93.30708661,-0.110134436,20180608
600485.SH,3087968768,-0.170000002,-232361840,28819500,-3718803712,-1273775360,-5.202700138,-2.343499899,0,0,0,,20180608
600489.SH,38928035840,0.02,336888992,37551428,989965312,-1861598720,0.426800013,0.289900005,33.85540065,0.006278467,-91.22807018,-0.188701923,20180608
600498.SH,3521688064,0.129999995,189331872,21016152,-2151552000,-143360016,1.441599965,0.530399978,58.00859251,0.015636618,-24.12587413,-0.149081743,20180608
600518.SH,7154664448,0.287999988,2007750016,15031218,1349526912,-572259648,4.247900009,2.06159997,47.86989904,0.005162215,-91.34860051,-0.086374696,20180608
600519.SH,6005294592,6.769999981,12169072640,0,6108975104,-300339680,8.510499954,6.788099766,67.01585172,0.003133332,-26.79715717,-0.086149495,20180608
600522.SH,21107949568,0.145999998,629582400,5278877.5,1237666816,-1642317952,2.494699955,1.64289999,50.47715653,0.016637579,-78.84615385,-0.157114625,20180608
600535.SH,3347663872,0.343800008,562812416,-5451708.5,-719011904,-342292384,4.115699768,1.699800014,14.63796282,0.0073467,-98.25436409,-0.121847247,20180608
600547.SH,10006172672,0.189999998,681355712,7949679.5,426693760,-858064704,2.080800056,0.888300002,44.28913782,0.007191015,-57.08154506,-0.143271672,20180608
600549.SH,3414876160,0.027799999,197780512,5881051,-579784064,251992528,0.433499992,0.264699996,26.0462509,0.005831419,-85.78680203,-0.279903148,20180608
600570.SH,442854720,0.090000004,56968976,21241742,-414015520,342928736,1.819700003,0.958400011,38.63419557,0.01710754,-75.12254902,-0.128187093,20180608
600583.SH,1147400704,-0.079999998,-258002560,0,-454904096,268133952,-1.585000038,-1.31099999,46.82911651,0.007141716,-92.45283019,-0.102473498,20180608
600585.SH,532754816,0.899999976,6370947584,-37819408,-2843235072,5633827328,5.0770998,3.976599932,49.54372863,0.007708717,-26.08695652,-0.08368674,20180608
600588.SH,5113348608,-0.059999999,-22859180,4827064,-500955264,-18885300,-1.855200052,-0.614300013,33.84714914,0.009071524,-31.75675676,-0.119258973,20180608
600606.SH,58848366592,0.289999992,5719530496,1557045.375,2792986368,-2571577344,5.281400204,0.477499992,27.10463572,0.003658194,-94.11764706,-0.02124431,20180608
600637.SH,19445485568,0.178200006,593971712,214726368,-172740464,3145901312,1.563599944,1.29369998,46.98963004,0.002918669,-84.57943925,-0.146836912,20180608
600649.SH,397588.5938,0.159999996,668647360,109683336,8534824,227998496,2.071899891,1.345600009,34.08297151,0.00299776,-82.75862069,-0.130057803,20180608
600660.SH,16621336576,0.219999999,963047616,-112916,3636974848,-3173231616,2.906399965,1.728500009,49.1255329,0.004580211,-64.24581006,0.039199673,20180608
600663.SH,2546232064,0.203899994,1898524800,-29722018,-1646499328,-4304947200,4.588099957,1.436699986,50.04373415,0.000780557,-16.76300578,-0.108108108,20180608
600674.SH,6274174.5,0.189999998,933319168,815088960,-4281364.5,113050624,3.56430006,2.814199924,49.96972966,0.00223903,-94.44444444,-0.069189189,20180608
600682.SH,550758208,0.079999998,260971280,-595760.9375,22933524,-37859492,1.136000037,0.501800001,43.89914453,0.005410137,-26.66666667,-0.448702474,20180608
600685.SH,39143472,0.017100001,343999744,-1498258.75,-310480128,-2203979520,0.208299994,0.221799999,15.99532657,0.005365177,-90.6779661,-0.164392463,20180608
600688.SH,55680684032,0.164000005,2164517888,911939008,6709450240,-238779008,5.889200211,4.332399845,41.54872748,0.002334976,-68,-0.00877193,20180608
600690.SH,3251045376,0.324999988,3395671808,0,-1085669376,-129717456,5.844900131,1.613600016,66.1009769,0.007240799,-20.34482759,-0.102652259,20180608
600703.SH,0,0.239999995,1145036160,-2802741,-23649782,29043972,4.671999931,3.719599962,54.80062196,0.011431322,-21.96261682,-0.162011173,20180608
600704.SH,58254397440,0.179000005,1752134400,-326034.9688,-65979544,-2423169024,3.701600075,1.130399942,26.33574319,0.002326575,-95.83333333,-0.142857143,20180608
600705.SH,2215786240,0.090000004,1517788416,-119987.9375,-24776245248,-6722959360,3.285900116,0.449099988,22.83957179,0.00258475,-97.43589744,-0.078156313,20180608
600739.SH,13701825,0.095700003,325074784,257257808,590011776,-6103908864,0.726000011,0.387800008,29.53728871,0.002153206,-95.14563107,-0.050093926,20180608
600741.SH,7117117,0.922999978,3987319296,487487968,-143254704,2385079808,6.632599831,2.904200077,57.60745194,0.003359033,-10.66666667,-0.088949843,20180608
600795.SH,14715831296,0.059,3635564800,531859392,2018366080,-2730616064,2.28579998,0.584999979,35.43145709,0.002022538,-85.71428571,-0.068100358,20180608
600804.SH,2102484864,0.059999999,170586496,0,4139121664,-3684128512,1.260800004,0.3926,53.31250974,0.009555863,-72.46376812,-0.205405405,20180608
600816.SH,1632959232,0.231700003,0,20760000,1420676096,-2240820736,7.090400219,4.103700161,14.31235347,0.001829057,-98.27586207,-0.085133418,20180608
600820.SH,28828469248,0.119999997,617078144,-5045949.5,57840404,-264655600,1.988199949,0.57249999,29.98330657,0.003200112,-94.91525424,-0.126696833,20180608
600827.SH,13371740160,0.170000002,636444224,24023954,5679086,-343133920,1.855900049,1.059800029,53.24983727,0.005489866,-63.73626374,-0.135578584,20180608
600837.SH,28011014144,0.150000006,0,200434896,-38189162496,-11574660096,1.454399943,0.359699994,26.7861778,0.004371828,-78.26086957,-0.106589147,20180608
600871.SH,8815250432,0.002,160728000,0,-1312168960,-97834000,0.532299995,0.049600001,46.32354737,0.001406899,-91.66666667,-0.073170732,20180608
600886.SH,62500,0.144099995,3497571328,25357638,-57884576,109256872,3.084899902,0.93809998,55.40561284,0.003311351,-68.51851852,-0.034899329,20180608
600887.SH,60609220608,0.349999994,2542827520,-7596496.5,9391722496,-5194238464,7.728600025,4.285999775,66.32335308,0.015401652,-20.64516129,-0.12019544,20180608
600893.SH,2726150912,-0.029999999,54718136,5251083.5,-51349912,-603363840,-0.224099994,-0.096900001,34.4667361,0.003800326,-94.30894309,-0.086315789,20180608
600895.SH,356607968,0.159999996,348700192,297220992,-183739488,97967128,2.903100014,1.315799952,49.36283101,0.002939372,-32.94117647,-0.146768061,20180608
600900.SH,48939388928,0.128700003,4744292352,970291712,38989832192,-44229742592,2.055299997,0.949400008,61.42543747,0.000692476,-45.45454545,-0.050618011,20180608
600909.SH,443183424,0.039999999,0,8901230,1228077184,-10068596,1.279800057,0.367900014,36.63303514,0.002490102,-64.70588235,-0.112164297,20180608
600919.SH,8565131776,0.289999992,0,0,-28624986112,3015834112,2.876499891,0.186299995,31.56705291,0.002776952,-87.3015873,-0.079710145,20180608
600926.SH,13732806656,0.419999987,0,108740000,83233103872,-1.37E+11,2.836800098,0.181600004,49.55464947,0.002209392,-46.80851064,-0.068551842,20180608
600958.SH,2128920320,0.059999999,0,76005672,-11755634688,2280620032,0.832400024,0.198100001,21.34862038,0.001563118,-93.38842975,-0.146641438,20180608
600959.SH,1866157824,0.029999999,220076400,3805464.25,375526528,-606786432,1.005399942,0.656099975,32.67699055,0.001646687,-88.88888889,-0.155290102,20180608
600977.SH,7840712192,0.181999996,496206688,103590000,352745088,-341617312,3.185499907,2.40079999,55.50714879,0.008046987,-44.96644295,-0.092369478,20180608
600999.SH,2824640256,0.133000001,0,195622624,-5216332800,3048455680,1.363499999,0.375400007,25.41572463,0.001299666,-93.89312977,-0.133724723,20180608
601006.SH,44624879616,0.280000001,5269310464,2671241984,6274639872,-3009144576,3.957299948,3.154000044,51.60617045,0.002333552,-26.92307692,-0.063657407,20180608
601009.SH,26616410112,0.340000004,0,321000000,49127215104,-1.02E+11,4.049600124,0.251199991,32.96821538,0.004789501,-88.88888889,-0.04035309,20180608
601012.SH,2687122688,0.270000011,626055232,3671045.5,-818615680,-1315253248,3.683500051,1.58070004,13.51477359,0.007697009,-95.76883385,-0.046457607,20180608
601018.SH,3817722880,0.059999999,1140130048,191508992,-867502976,-198700992,2.015599966,1.314599991,29.61816046,0.000873896,-94.33962264,-0.138716356,20180608
601021.SH,8429404160,0.460000008,544408256,-90700808,2039738368,-5091766272,3.131000042,1.708099961,60.69686397,0.002677152,-28.44827586,-0.107848233,20180608
601088.SH,61062000640,0.584999979,18350000128,33000000,24982999040,16472000512,3.708899975,2.482899904,48.63065214,0.001365173,-34.07407407,-0.058373206,20180608
601099.SH,159281184,0.001,0,-45253.85156,2791736832,1865411328,0.044500001,0.0124,27.01967184,0.004639677,-94.11764706,-0.125475285,20180608
601111.SH,28968982528,0.189999998,3027127040,-153770000,2472549120,-2999087104,2.977999926,1.351199985,45.86057773,0.0046209,-30.09708738,-0.234828496,20180608
601117.SH,53075755008,0.079999998,993493632,10929396,2832986880,1030849344,1.391600013,0.530499995,35.73308262,0.004401367,-92.30769231,-0.090152566,20180608
601118.SH,8876507136,-0.0625,-244492176,-7824458,536395264,-588741760,-2.711999893,-1.797799945,75.24271845,0.007421037,0,,20180608
601155.SH,2037184384,0.150000006,606382976,-63208772,-5245490176,-2456864000,1.701300025,0.1963,44.34919867,0.006787758,-21.875,-0.095543443,20180608
601163.SH,6709910528,0.119999997,158773648,0,350458720,-3123309824,1.220299959,0.681699991,33.8467161,0.003351544,-89.44099379,-0.166559898,20180608
601166.SH,1.57E+11,0.850000024,0,246000000,2.03E+11,-3.66E+11,4.049499989,0.275700003,37.76754103,0.002223922,-80.55555556,-0.099367089,20180608
601169.SH,47456002048,0.270000011,0,-382000000,-5293000192,-1.98E+11,3.187200069,0.246099994,20.01681509,0.001733489,-89.47368421,-0.05229794,20180608
601186.SH,1.23E+11,0.252000004,5653471232,59065000,-19572434944,-9662489600,2.203700066,0.439300001,20.5180057,0.001214279,-96.92307692,-0.051454139,20180608
601198.SH,3573200128,0.100000001,0,0,-8663652352,2575017728,1.425699949,0.336600006,51.73127128,0.005102323,-21.95121951,-0.134589502,20180608
601211.SH,5586594816,0.25999999,0,0,-23466874880,8245718528,1.80340004,0.552900016,28.60384132,0.001741502,-90.72164948,-0.094454601,20180608
601212.SH,55949602816,0.0049,264121792,192454464,410983552,-2114747392,0.340000004,0.124600001,29.65153888,0.001976073,-92.98245614,-0.16563147,20180608
601216.SH,1847669888,0.092500001,958167936,100744552,-65223544,-77367024,4.716300011,3.308300018,31.7252973,0.003623259,-85.71428571,-0.171284635,20180608
601225.SH,12273933312,0.280000001,4986713088,255310032,3319233280,-208155600,5.980999947,3.996500015,55.20267661,0.007904557,-28.57142857,-0.056670602,20180608
601228.SH,7737387008,0.041999999,429613728,37776336,1099817856,-418657344,2.106800079,1.352599978,58.76941542,0.018135756,-25,-0.053156146,20180608
601229.SH,8185016832,0.560000002,0,0,-23513436160,37613658112,2.904099941,0.241799995,56.02929945,0.001344442,-26.38888889,-0.012063492,20180608
601288.SH,1.48E+11,0.170000002,0,2000000,2.94E+11,-2.25E+11,4.022999763,0.276600003,32.07857944,0.00077265,-69.23076923,-0.055710306,20180608
601318.SH,2.66E+11,1.440000057,0,0,-41685000192,-93116997632,5.120999813,0.437999994,47.69417302,0.005328208,-59.04977376,-0.089116846,20180608
601328.SH,54912000000,0.270000011,0,30000000,47253999616,-51071000576,3.028800011,0.221100003,33.25153602,0.001504865,-87.5,-0.048576214,20180608
601333.SH,4309396480,0.063000001,588337728,2432377,935053568,-491980608,1.533800006,1.307899952,41.90763028,0.003321275,-64.51612903,-0.071588367,20180608
601336.SH,44594999296,0.839999974,0,15000000,-4899999744,7265999872,3.983700037,0.364399999,45.82868193,0.007787489,-44.94163424,-0.074041233,20180608
601375.SH,423313440,0.029999999,0,9475992,-2418805504,439055648,0.994300008,0.290600002,23.98072036,0.003468248,-85.18518519,-0.139622642,20180608
601377.SH,1964676224,0.0546,0,800911.625,-4758462464,-271223744,1.085000038,0.339899987,32.92760702,0.0033447,-76,-0.118845501,20180608
601390.SH,1.35E+11,0.130999997,5808171008,0,-19240495104,-4294918912,1.995800018,0.414000005,0,0,0,,20180608
601398.SH,1.90E+11,0.219999999,0,671000000,1.09E+11,-1.60E+11,3.628900051,0.300799996,30.22313838,0.000697623,-95.45454545,-0.068100358,20180608
601555.SH,977746112,0.02,0,-791116.1875,-5814643200,-14778603,0.282299995,0.066100001,24.07456358,0.002563472,-89.65517241,-0.067961165,20180608
601600.SH,40959053824,0.018999999,1874173056,56269000,2532901888,-444860000,0.609600008,0.243799999,29.78610581,0.007482404,-93.10344828,-0.09178744,20180608
601601.SH,1.08E+11,0.409999996,0,-5000000,26425999360,-53745000448,2.649100065,0.319499999,39.73018108,0.003613954,-63.47305389,-0.071214841,20180608
601607.SH,36386103296,0.365500003,1812799872,220249296,1946667008,-2889540608,2.717400074,1.145200014,46.8227557,0.008045503,-90.49429658,-0.067844239,20180608
601608.SH,1096760320,0.0003,70070320,995357.75,226862752,-220844368,0.0151,0.043099999,27.3356065,0.002180864,-92.30769231,-0.149006623,20180608
601611.SH,8040182272,0.050000001,444732000,0,-3324220416,-435860992,1.372799993,0.2104,28.90829336,0.001603585,-90.90909091,-0.084309133,20180608
601618.SH,44180004864,0.079999998,3482659072,27371000,-16853505024,-2808622080,1.976500034,0.468600005,35.99715252,0.001170674,-85.71428571,-0.075842697,20180608
601628.SH,2.72E+11,0.479999989,0,1443000064,1.06E+11,-1.33E+11,4.031099796,0.464300007,41.78558228,0.000434669,-81.88976378,-0.092728758,20180608
601633.SH,23318876160,0.228,2726035200,0,-5372436480,-432903040,4.065400124,1.896700025,42.37383952,0.000518831,-68.62745098,-0.090569561,20180608
601668.SH,2.35E+11,0.270000011,15417451520,480108000,-66792361984,-12737200128,3.570899963,0.663100004,36.1831803,0.001274132,-92,-0.049200492,20180608
601669.SH,53272608768,0.125400007,5368404480,95910184,-10022719488,-21120827392,2.386899948,0.385500014,18.61221804,0.000942796,-78.33333333,-0.033687943,20180608
601688.SH,3784371200,0.265700012,0,115594552,-21876561920,-1793087360,2.139800072,0.491699994,32.83697776,0.005220814,-67.82608696,-0.143794749,20180608
601718.SH,27155337216,0.039999999,242558016,339519.5938,1125792896,-1258947328,0.814700007,0.493400007,36.09931947,0.00299928,-64.70588235,-0.1,20180608
601727.SH,15344874496,0.044599999,1506652032,177566000,-7151063040,4132925952,1.164600015,0.564199984,68.03658633,0.001348073,-11.9047619,,20180608
601766.SH,33592332288,0.039999999,2230876928,82344000,-15527631872,4933848064,1.035300016,0.41049999,23.08686468,0.00123161,-91.56626506,-0.133257403,20180608
601788.SH,1932408960,0.158600003,0,12746051,-8431001088,-1794764928,1.478500009,0.37560001,32.87217465,0.002179387,-73.41772152,-0.088135593,20180608
601800.SH,82698846208,0.209999993,6515849728,-88497032,-13704098816,-10831877120,1.870900035,0.400000006,21.22119883,0.000441119,-94.01709402,-0.042408821,20180608
601818.SH,23657000960,0.170000002,0,0,-1.64E+11,-71409000448,2.958800077,0.219899997,28.60319967,0.0015091,-92.30769231,-0.071794872,20180608
601857.SH,4.94E+11,0.059999999,30360000512,0,72988000256,-45283999744,0.845099986,0.633300006,49.25873603,0.000299059,-71.42857143,-0.02528445,20180608
601866.SH,3824238592,0.024,1239000064,457753024,945782208,-2634373632,1.666599989,0.221399993,39.20350558,0.001510197,-85.71428571,-0.143356643,20180608
601872.SH,1760484352,0.01,97185824,29486690,1197333120,-985827072,0.319299996,0.0167,37.00249664,0.002967882,-93.02325581,-0.043243243,20180608
601877.SH,20164544512,0.280000001,898355136,73867224,4898198528,-4260873728,2.98210001,1.450799942,29.11876158,0.005553917,-66.46706587,-0.070493879,20180608
601878.SH,1012654144,0.059999999,0,119136.7031,-1174481920,-27434094,1.461400032,0.376700014,34.53774498,0.006982099,-74.12587413,-0.224929709,20180608
601881.SH,2964431872,0.100000001,0,0,-14582407168,4125381120,1.547099948,0.390799999,27.94825312,0.002275295,-87.82608696,-0.127071823,20180608
601888.SH,22389792768,0.593999982,1576686592,103110952,1936528512,4633808384,7.686800003,5.788799763,64.44032164,0.004830557,-31.88405797,-0.039589,20180608
601898.SH,17864765440,0.109999999,3702668032,169020000,2240172032,-32512000,1.554399967,0.887000024,38.13495145,0.001180714,-80,-0.030549898,20180608
601899.SH,18457470976,0.046999998,2310476800,6871277,1015456640,-2374605312,3.058300018,1.536599994,46.47701579,0.006964691,-41.30434783,-0.066666667,20180608
601901.SH,1324513408,0.039999999,0,0,1967868672,-5272430.5,0.837700009,0.207699999,37.05061836,0.001274633,-84.375,0.128865979,20180608
601919.SH,20101447680,0.02,1136830080,273964256,-643866560,-1626725120,0.896499991,0.377600014,46.06149588,0.003462527,-93.75,-0.158813264,20180608
601933.SH,15261388800,0.079999998,887088384,-12440466,901759424,-2325503488,3.87590003,1.995800018,34.51870209,0.006935418,-99.06542056,-0.123986095,20180608
601939.SH,1.71E+11,0.300000012,0,-8000000,2.63E+11,-7198000128,4.017399788,0.329400003,32.80140281,0.013762594,-96.2962963,-0.086770982,20180608
601958.SH,2621450752,0.02,98100480,0,-159775072,-125600936,0.500999987,0.488200009,41.61472261,0.002987749,-57.44680851,-0.071320182,20180608
601966.SH,3374391808,0.189999998,367440544,0,-285420480,-131973048,2.470799923,1.101199985,52.13060865,0.005054783,-78.94736842,-0.116465863,20180608
601985.SH,30008741888,0.078000002,3675421184,117326096,18521028608,-23834558464,2.739700079,0.711199999,20.25535948,0.001270532,-83.14606742,-0.037996546,20180608
601988.SH,1.29E+11,0.159999996,0,339000000,3.85E+11,-1.49E+11,3.257400036,0.263399988,33.07574054,0.000452474,-90.90909091,-0.048128342,20180608
601989.SH,52064133120,0.013,-151940656,120722872,-3123207424,-4418846720,0.326900005,0.130099997,15.57307486,0.003465163,-89.65517241,-0.103837472,20180608
601991.SH,9634386944,0.0407,2717805056,1190784000,1734025984,2887013888,0.977999985,0.33829999,37.57958332,0.001188151,-87.5,-0.077160494,20180608
